text,pred_label,true_label
아니 갑자기 햄버거 먹다말고 이게 뭔. 글쎄 그건 왜 물어보는데?,1,0
어 어떤?,1,0
손? 아 아니야 별 거 아니야.,1,0
안 봐?,0,2
궁금해?,0,4
아니 너 지금 엄마한테 화 내? o l 야 아니아 짜증나 니 나이땐 다 그래 20대 때 다 그런 거지. 뭐,3,4
회사 다닐 때 했습니다.,0,2
그냥 가면 돼 아무일도 없을거야.,3,0
당연히 올리브오일이죠.,2,0
어 저는 제 요리는 어 주방장님 뭔가 오해하시는 거 같은데 제 요리는 언론에서 인정한 요리에요.,2,0
이거 어떻게 샀어? 아 너 돈 없잖아?,1,4
아 야 뭘 어떡해 이씨. u 이왕 이렇게 된 거 그냥 확실하게 하자.,0,2
하 씨 아 어떡하지? 잠깐 지금 이러고 있을 때가 b 아 전무님? 아 지금 어디 계세요? 아 네네 그게 그게 다름이 아니라 b 저희 이중장부에 대해서 윤찬 대리가 다 알고 있는 거 같은.,0,1
그냥 해. 뭐. l,0,4
그래. 나 먹고싶은 거 없어 근데 괜찮아.,3,0
